Date,Away,Home,Probability,Prediciton
12/10/2015,Ave Maria *,Florida Atlantic,6.10%,Expected
12/10/2015,Boston University,Massachusetts-Lowell *,52.60%,Upset
12/10/2015,Canisius *,Penn State,1.30%,Expected
12/10/2015,Cumberland *,Lipscomb,0.10%,Expected
12/10/2015,Iowa,Iowa State *,9.10%,Expected
12/10/2015,IUPUI *,Missouri State,0.70%,Expected
12/10/2015,Louisiana-Monroe *,Kent State,1.00%,Expected
12/10/2015,Milligan,East Tennessee State *,0.10%,Expected
12/10/2015,Nicholls State,San Diego State *,0.10%,Expected
12/10/2015,NJIT *,St. Francis (NY),3.50%,Expected
12/10/2015,Southern *,Wyoming,12.30%,Expected
12/10/2015,Troy,Seton Hall *,10.20%,Expected
12/10/2015,Utica *,Colgate,0.20%,Expected
12/10/2015,Washington State *,Idaho,0.50%,Expected
12/11/2015,Eastern Washington,Pittsburgh *,0.60%,Expected
12/11/2015,North Dakota State *,North Dakota,3.70%,Expected
12/11/2015,North Greenville *,South Carolina Upstate,0.60%,Expected
12/11/2015,Prairie View,Texas Christian *,13.20%,Expected
12/11/2015,Tennessee-Martin,Texas-Rio Grande Valley *,17.60%,Expected
12/11/2015,Valparaiso *,Chicago State,3.80%,Expected
12/12/2015,Alabama A&M *,Saint Louis,0.10%,Expected
12/12/2015,Albany (NY) *,Siena,0.80%,Expected
12/12/2015,Arizona State,Kentucky *,2.60%,Expected
12/12/2015,Arkansas-Little Rock *,DePaul,10.70%,Expected
12/12/2015,Arkansas-Monticello *,Arkansas State,0.10%,Expected
12/12/2015,Arlington Baptist *,Houston Baptist,0.00%,Expected
12/12/2015,Army *,Air Force,2.40%,Expected
12/12/2015,Auburn *,Middle Tennessee,1.30%,Expected
12/12/2015,Austin Peay,IPFW *,1.20%,Expected
12/12/2015,Belmont Abbey *,North Carolina-Greensboro,1.50%,Expected
12/12/2015,Bethune-Cookman,Akron *,3.80%,Expected
12/12/2015,Binghamton,Buffalo *,2.60%,Expected
12/12/2015,Blue Mountain College,Jackson State *,0.10%,Expected
12/12/2015,Bowling Green State *,Detroit Mercy,0.20%,Expected
12/12/2015,Brigham Young,Colorado *,2.40%,Expected
12/12/2015,Bryant,Providence *,68.40%,Upset
12/12/2015,Cal State Bakersfield,South Dakota *,20.10%,Expected
12/12/2015,Canisius,Kent State *,11.90%,Expected
12/12/2015,Chattanooga *,Dayton,6.60%,Expected
12/12/2015,Cincinnati,Xavier *,1.80%,Expected
12/12/2015,Coastal Georgia,North Florida *,0.10%,Expected
12/12/2015,Dartmouth *,Stanford,0.50%,Expected
12/12/2015,Delaware *,Marist,0.70%,Expected
12/12/2015,Delaware State,Michigan *,0.90%,Expected
12/12/2015,Drake,Nevada *,10.70%,Expected
12/12/2015,Duquesne *,Saint Francis (PA),0.70%,Expected
12/12/2015,Eastern Illinois,Western Illinois *,46.00%,Upset
12/12/2015,Eastern Kentucky *,Marshall,0.00%,Expected
12/12/2015,Eastern Michigan,Louisville *,0.50%,Expected
12/12/2015,Florida,Michigan State *,13.00%,Expected
12/12/2015,Florida Atlantic,Central Florida *,7.70%,Expected
12/12/2015,Gardner-Webb,Furman *,79.90%,Upset
12/12/2015,George Mason,James Madison *,1.40%,Expected
12/12/2015,Grambling,Tennessee State *,20.20%,Expected
12/12/2015,Hawaii Pacific,Hawaii *,26.60%,Expected
12/12/2015,Holy Cross *,Hartford,34.30%,Expected
12/12/2015,Illinois-Chicago,Illinois *,24.60%,Expected
12/12/2015,IUPUI,Creighton *,3.50%,Expected
12/12/2015,Jacksonville,South Carolina State *,1.90%,Expected
12/12/2015,Kansas State,Texas A&M *,1.40%,Expected
12/12/2015,Lafayette,Sacred Heart *,10.10%,Expected
12/12/2015,Lamar *,Liberty,4.90%,Expected
12/12/2015,Long Island University *,Niagara,1.00%,Expected
12/12/2015,Longwood,Richmond *,2.80%,Expected
12/12/2015,Louisiana-Lafayette,Louisiana Tech *,6.00%,Expected
12/12/2015,Louisiana-Monroe *,Penn State,2.00%,Expected
12/12/2015,Loyola Marymount,Cal State Fullerton *,40.00%,Expected
12/12/2015,Manhattan,Memphis *,4.20%,Expected
12/12/2015,Marquette *,Wisconsin,2.90%,Expected
12/12/2015,Marygrove,Western Michigan *,0.50%,Expected
12/12/2015,Maryland-Eastern Shore,Maryland *,41.70%,Upset
12/12/2015,McNeese State,Indiana *,0.90%,Expected
12/12/2015,Minnesota,Oklahoma State *,15.60%,Expected
12/12/2015,Mississippi *,Southeast Missouri State,0.20%,Expected
12/12/2015,Mississippi State *,Missouri-Kansas City,2.40%,Expected
12/12/2015,Mississippi Valley State,Evansville *,4.30%,Expected
12/12/2015,Montana,Washington *,0.80%,Expected
12/12/2015,Mount St. Mary's *,Maryland-Baltimore County,0.50%,Expected
12/12/2015,Navy *,Virginia Military Institute,1.60%,Expected
12/12/2015,NJIT,Columbia *,2.20%,Expected
12/12/2015,North Carolina *,Texas,0.80%,Expected
12/12/2015,North Carolina-Wilmington *,Georgetown,0.50%,Expected
12/12/2015,North Texas,Southern Illinois *,34.00%,Expected
12/12/2015,Northern Iowa *,New Mexico,0.30%,Expected
12/12/2015,Oakland *,Toledo,15.90%,Expected
12/12/2015,Ohio *,Cleveland State,2.20%,Expected
12/12/2015,Ohio State,Connecticut *,1.00%,Expected
12/12/2015,Old Dominion,Georgia State *,4.30%,Expected
12/12/2015,Oral Roberts,Oklahoma *,1.80%,Expected
12/12/2015,Oregon *,Boise State,1.80%,Expected
12/12/2015,Oregon State,Kansas *,5.40%,Expected
12/12/2015,Pacific,Fresno State *,5.60%,Expected
12/12/2015,Pacific Union *,Santa Clara,11.10%,Expected
12/12/2015,Pepperdine,Ball State *,32.40%,Expected
12/12/2015,Portland State *,Southern Illinois-Edwardsville,0.20%,Expected
12/12/2015,Princeton *,Lipscomb,4.40%,Expected
12/12/2015,Radford,Howard *,13.60%,Expected
12/12/2015,Rider,Charleston Southern *,37.00%,Expected
12/12/2015,Rutgers,George Washington *,0.90%,Expected
12/12/2015,Sacramento State *,Portland,0.40%,Expected
12/12/2015,Samford *,Florida A&M,5.50%,Expected
12/12/2015,Schreiner *,Abilene Christian,1.00%,Expected
12/12/2015,Stony Brook *,Northeastern,0.60%,Expected
12/12/2015,Tampa *,Long Beach State,0.50%,Expected
12/12/2015,Tennessee,Butler *,12.50%,Expected
12/12/2015,Tennessee Tech *,Arkansas,0.10%,Expected
12/12/2015,Texas A&M-Corpus Christi *,Texas-San Antonio,0.20%,Expected
12/12/2015,Texas Southern,Central Michigan *,12.10%,Expected
12/12/2015,UCLA,Gonzaga *,25.80%,Expected
12/12/2015,Utah *,Wichita State,0.20%,Expected
12/12/2015,Utah Valley,Idaho State *,66.80%,Upset
12/12/2015,Western Carolina,Davidson *,0.40%,Expected
12/12/2015,Williams Baptist *,New Orleans,1.10%,Expected
12/12/2015,Youngstown State,Purdue *,5.90%,Expected
12/13/2015,Alabama,Clemson *,21.20%,Expected
12/13/2015,Alabama State,Jacksonville State *,8.70%,Expected
12/13/2015,Arkansas-Pine Bluff,Iowa State *,74.70%,Upset
12/13/2015,Boston University *,Quinnipiac,13.10%,Expected
12/13/2015,Campbell *,UNC-Asheville,0.20%,Expected
12/13/2015,Chicago State,Northwestern *,0.30%,Expected
12/13/2015,Colorado State *,Northern Colorado,0.20%,Expected
12/13/2015,Coppin State,Fordham *,4.90%,Expected
12/13/2015,Ecclesia,Southern *,2.80%,Expected
12/13/2015,Indiana State,Western Kentucky *,2.00%,Expected
12/13/2015,Judson,Milwaukee *,0.10%,Expected
12/13/2015,La Salle,Villanova *,1.10%,Expected
12/13/2015,Lamar *,Virginia Tech,0.10%,Expected
12/13/2015,Louisiana-Monroe,West Virginia *,0.20%,Expected
12/13/2015,Louisiana State,Houston *,10.40%,Expected
12/13/2015,Loyola (IL),Notre Dame *,1.60%,Expected
12/13/2015,Maine *,Boston College,0.10%,Expected
12/13/2015,Massachusetts,Florida Gulf Coast *,5.20%,Expected
12/13/2015,Missouri,Arizona *,0.40%,Expected
12/13/2015,Montana State *,San Jose State,11.50%,Expected
12/13/2015,Morehead State,Pittsburgh *,5.60%,Expected
12/13/2015,Murray State *,Illinois State,0.90%,Expected
12/13/2015,Nebraska-Omaha,Grand Canyon *,27.70%,Expected
12/13/2015,New Hampshire *,Colgate,0.10%,Expected
12/13/2015,Norfolk State *,Northern Kentucky,0.00%,Expected
12/13/2015,North Carolina A&T,East Carolina *,13.50%,Expected
12/13/2015,North Carolina State *,South Florida,5.00%,Expected
12/13/2015,North Greenville,College of Charleston *,1.50%,Expected
12/13/2015,Rhode Island *,Nebraska,3.30%,Expected
12/13/2015,Saint Joseph's *,Temple,2.10%,Expected
12/13/2015,Saint Peter's,Seton Hall *,1.20%,Expected
12/13/2015,Seattle,Alabama-Birmingham *,6.90%,Expected
12/13/2015,Southeastern Louisiana,Florida State *,12.10%,Expected
12/13/2015,Syracuse *,St. John's (NY),0.60%,Expected
12/13/2015,Texas-El Paso *,Washington State,0.50%,Expected
12/13/2015,Texas-Rio Grande Valley,Texas State *,15.40%,Expected
12/13/2015,Tulsa *,Missouri State,2.90%,Expected
12/13/2015,Virginia Wise,High Point *,1.20%,Expected
12/13/2015,Wagner,Monmouth *,0.40%,Expected
12/13/2015,Weber State *,Denver,3.40%,Expected
12/13/2015,Wesley,Elon *,0.90%,Expected
12/13/2015,Wright State,Miami (OH) *,4.90%,Expected
12/13/2015,Wyoming,New Mexico State *,16.30%,Expected
12/13/2015,Yale,Southern California *,2.50%,Expected
12/14/2015,Blue Mountain College *,Alcorn State,1.10%,Expected
12/14/2015,Cal Poly,Saint Mary's (CA) *,0.60%,Expected
12/14/2015,Coastal Carolina *,Wofford,2.60%,Expected
12/14/2015,Columbia International *,Charleston Southern,0.10%,Expected
12/14/2015,Dartmouth,Cal State Bakersfield *,6.30%,Expected
12/14/2015,Eastern Washington *,Western Carolina,0.30%,Expected
12/14/2015,Florida International,North Florida *,1.40%,Expected
12/14/2015,Le Tourneau,Sam Houston State *,0.10%,Expected
12/14/2015,Nicholls State *,North Texas,0.30%,Expected
12/14/2015,North Carolina Central *,Marshall,0.20%,Expected
12/14/2015,Prairie View,Tulane *,25.10%,Expected
12/14/2015,Robert Morris,Columbia *,40.30%,Upset
12/14/2015,Sacred Heart *,Hartford,1.10%,Expected
12/14/2015,Saint Martin's,Gonzaga *,1.00%,Expected
12/14/2015,South Carolina Upstate,Navy *,75.80%,Upset
12/14/2015,Southern Mississippi,South Alabama *,25.10%,Expected
12/14/2015,St. Francis (NY) *,Manhattan,0.20%,Expected
12/14/2015,Tennessee State *,Stetson,0.40%,Expected
12/15/2015,Appalachian State,Texas *,13.30%,Expected
12/15/2015,Arkansas-Pine Bluff,Santa Clara *,7.00%,Expected
12/15/2015,Delaware State,Grand Canyon *,10.80%,Expected
12/15/2015,DePaul *,Stanford,0.40%,Expected
12/15/2015,Drexel,South Carolina *,15.40%,Expected
12/15/2015,East Tennessee State,UNC-Asheville *,0.90%,Expected
12/15/2015,Florida Atlantic,Eastern Kentucky *,14.20%,Expected
12/15/2015,Geneva *,Youngstown State,0.10%,Expected
12/15/2015,Georgia Southern,Duke *,0.70%,Expected
12/15/2015,Great Falls,Montana *,3.00%,Expected
12/15/2015,Jackson State *,Miami (OH),0.60%,Expected
12/15/2015,Longwood,Oklahoma State *,4.90%,Expected
12/15/2015,Louisiana-Lafayette,UCLA *,3.40%,Expected
12/15/2015,Louisiana Tech *,Mississippi,0.20%,Expected
12/15/2015,Mercer *,Auburn,0.50%,Expected
12/15/2015,Mississippi Valley State,Northwestern *,16.70%,Expected
12/15/2015,Monmouth *,Georgetown,26.50%,Expected
12/15/2015,Norfolk State,Cincinnati *,10.80%,Expected
12/15/2015,North Carolina-Greensboro,Wake Forest *,3.40%,Expected
12/15/2015,Northern Kentucky,Michigan *,12.70%,Expected
12/15/2015,Ohio Dominican,Ohio *,2.00%,Expected
12/15/2015,Ouachita,Belmont *,1.90%,Expected
12/15/2015,Our Lady of the Lake,Incarnate Word *,29.90%,Expected
12/15/2015,Pacific,Green Bay *,19.20%,Expected
12/15/2015,Presbyterian,Clemson *,1.00%,Expected
12/15/2015,Saint Francis (PA) *,Binghamton,5.00%,Expected
12/15/2015,Southeastern Louisiana *,Florida A&M,2.40%,Expected
12/15/2015,Southern *,Memphis,2.50%,Expected
12/15/2015,Tennessee Tech,Chattanooga *,3.00%,Expected
12/15/2015,Texas A&M-Corpus Christi *,Wisconsin,0.30%,Expected
12/15/2015,Virginia Commonwealth,Georgia Tech *,1.50%,Expected
12/16/2015,Alabama A&M,Western Kentucky *,1.30%,Expected
12/16/2015,Alabama State,Elon *,3.90%,Expected
12/16/2015,Albany State (GA) *,Stetson,0.20%,Expected
12/16/2015,Arizona State,Nevada-Las Vegas *,40.00%,Upset
12/16/2015,Arkansas-Little Rock *,Central Arkansas,0.40%,Expected
12/16/2015,Austin Peay,North Florida *,10.80%,Expected
12/16/2015,Cal State Bakersfield,Fresno State *,2.00%,Expected
12/16/2015,Chicago State,Minnesota *,1.10%,Expected
12/16/2015,Citadel *,Bethune-Cookman,12.60%,Expected
12/16/2015,Cleveland State,Loyola (IL) *,42.60%,Upset
12/16/2015,Denver *,Northern Colorado,0.90%,Expected
12/16/2015,East Central *,Texas-San Antonio,0.20%,Expected
12/16/2015,Florida Atlantic,Tennessee *,2.80%,Expected
12/16/2015,Gardner-Webb *,Louisiana State,0.40%,Expected
12/16/2015,Hardin-Simmons,Baylor *,1.30%,Expected
12/16/2015,High Point *,North Carolina State,1.30%,Expected
12/16/2015,Illinois-Springfield *,Indiana State,1.20%,Expected
12/16/2015,Illinois State *,Illinois-Chicago,9.30%,Expected
12/16/2015,Jacksonville *,South Florida,0.10%,Expected
12/16/2015,Kennesaw State,Louisville *,10.60%,Expected
12/16/2015,Louisiana State-Alexandria *,McNeese State,0.10%,Expected
12/16/2015,Mississippi State,Florida State *,1.50%,Expected
12/16/2015,Montana State,North Dakota State *,2.80%,Expected
12/16/2015,New Mexico State,New Mexico *,1.50%,Expected
12/16/2015,New Orleans,Massachusetts *,3.80%,Expected
12/16/2015,Nicholls State,Southern Methodist *,1.90%,Expected
12/16/2015,North Carolina-Wilmington *,East Carolina,0.80%,Expected
12/16/2015,North Carolina Central,Houston *,28.90%,Expected
12/16/2015,Northern Arizona,Arizona *,0.20%,Expected
12/16/2015,Northern Illinois *,Ohio State,0.10%,Expected
12/16/2015,Old Dominion,Richmond *,1.00%,Expected
12/16/2015,Oral Roberts *,Missouri State,0.00%,Expected
12/16/2015,Savannah State,Utah *,0.10%,Expected
12/16/2015,Simpson,Nebraska-Omaha *,40.00%,Expected
12/16/2015,South Carolina State,Duquesne *,3.00%,Expected
12/16/2015,South Carolina Upstate,Alabama-Birmingham *,0.20%,Expected
12/16/2015,South Dakota State *,Texas Tech,0.30%,Expected
12/16/2015,Southern Utah,Saint Mary's (CA) *,0.10%,Expected
12/16/2015,Tennessee-Martin,Saint Louis *,31.90%,Expected
12/16/2015,Texas Southern,Iona *,16.50%,Expected
12/16/2015,Texas State *,Prairie View,0.80%,Expected
12/16/2015,Tulane,North Carolina *,1.20%,Expected
12/16/2015,Winthrop *,Alabama,0.80%,Expected
12/17/2015,Belmont *,Middle Tennessee,0.30%,Expected
12/17/2015,Cal Poly,Southern California *,1.50%,Expected
12/17/2015,Cal State Northridge,Portland State *,37.30%,Expected
12/17/2015,Charleston Southern *,Wright State,1.50%,Expected
12/17/2015,Grambling *,North Carolina A&T,0.50%,Expected
12/17/2015,Hampton,Southern Methodist *,1.50%,Expected
12/17/2015,Jackson State,Ohio *,5.80%,Expected
12/17/2015,Lehigh *,Robert Morris,2.40%,Expected
12/17/2015,Liberty,Princeton *,46.70%,Upset
12/17/2015,Lipscomb,Tennessee State *,37.50%,Expected
12/17/2015,Marshall,West Virginia *,37.00%,Expected
12/17/2015,Maryville (MO) *,Bradley,0.30%,Expected
12/17/2015,Mississippi Valley State,North Texas *,6.70%,Expected
12/17/2015,Norfolk State,Evansville *,6.10%,Expected
12/17/2015,Northwest Indian College *,Seattle,0.00%,Expected
12/17/2015,South Dakota,Milwaukee *,16.90%,Expected
12/17/2015,Stony Brook *,American,3.40%,Expected
12/17/2015,Troy,NA *,8.30%,Expected
12/17/2015,Valley City State *,North Dakota,1.60%,Expected
12/18/2015,Arkansas State *,Tennessee-Martin,1.70%,Expected
12/18/2015,Cal State Fullerton *,Oregon State,1.60%,Expected
12/18/2015,Central Baptist,Louisiana-Monroe *,1.50%,Expected
12/18/2015,Central Michigan,Brigham Young *,3.80%,Expected
12/18/2015,Coastal Carolina *,Wake Forest,1.30%,Expected
12/18/2015,Coppin State,San Francisco *,26.60%,Expected
12/18/2015,Eastern Kentucky *,East Tennessee State,1.20%,Expected
12/18/2015,Grand Canyon *,San Diego State,7.90%,Expected
12/18/2015,Incarnate Word,St. John's (NY) *,72.00%,Upset
12/18/2015,Jacksonville State,Loyola Marymount *,5.20%,Expected
12/18/2015,Jarvis Christian,Lamar *,4.00%,Expected
12/18/2015,Kennesaw State,Chattanooga *,41.80%,Upset
12/18/2015,Long Beach State,Oregon *,1.70%,Expected
12/18/2015,Louisiana-Lafayette,Pepperdine *,1.20%,Expected
12/18/2015,Maryland-Eastern Shore,Old Dominion *,2.50%,Expected
12/18/2015,Massachusetts-Lowell *,Central Connecticut State,0.40%,Expected
12/18/2015,Miami (OH),Tennessee Tech *,2.00%,Expected
12/18/2015,Mississippi *,Memphis,8.60%,Expected
12/18/2015,New Hope Christian *,Idaho,0.00%,Expected
12/18/2015,Nicholls State,Colorado *,26.60%,Expected
12/18/2015,Sam Houston State *,Long Island University,6.20%,Expected
12/18/2015,Santa Clara,Nevada *,31.60%,Expected
12/18/2015,South Alabama,Samford *,28.90%,Expected
12/18/2015,South Carolina *,Clemson,3.50%,Expected
12/18/2015,Southern,Louisiana Tech *,3.30%,Expected
12/18/2015,Southern Illinois *,Murray State,5.30%,Expected
12/18/2015,Texas State,Washington State *,2.70%,Expected
12/18/2015,Towson *,Fairleigh Dickinson,0.40%,Expected
12/18/2015,Wagner *,Fairfield,13.20%,Expected
12/18/2015,Warren Wilson,Gardner-Webb *,0.50%,Expected
12/18/2015,Weber State *,Portland,12.70%,Expected
12/19/2015,Alabama-Birmingham *,South Florida,1.00%,Expected
12/19/2015,Alcorn State,Tennessee State *,85.70%,Upset
12/19/2015,Arkansas-Pine Bluff,Texas Tech *,2.60%,Expected
12/19/2015,Auburn,Xavier *,2.40%,Expected
12/19/2015,Baylor *,Texas A&M,0.20%,Expected
12/19/2015,Belmont *,Cleveland State,0.40%,Expected
12/19/2015,Bethune-Cookman,Toledo *,0.40%,Expected
12/19/2015,Boston University *,Canisius,0.20%,Expected
12/19/2015,Butler,Purdue *,45.90%,Upset
12/19/2015,Cal State Fullerton *,Portland,2.70%,Expected
12/19/2015,Central Florida *,Detroit Mercy,1.50%,Expected
12/19/2015,Charlotte,Appalachian State *,69.70%,Upset
12/19/2015,Cincinnati *,Virginia Commonwealth,1.30%,Expected
12/19/2015,Citadel,Campbell *,0.80%,Expected
12/19/2015,College of Charleston,Miami (FL) *,0.80%,Expected
12/19/2015,Colorado State,Kansas State *,13.70%,Expected
12/19/2015,Cornell,Syracuse *,1.00%,Expected
12/19/2015,Creighton,Oklahoma *,6.20%,Expected
12/19/2015,Dartmouth,New Hampshire *,0.80%,Expected
12/19/2015,Delaware *,Boston College,0.60%,Expected
12/19/2015,Delaware State,Temple *,12.80%,Expected
12/19/2015,Drake,Iowa *,28.50%,Expected
12/19/2015,Eastern Illinois,Houston *,29.40%,Expected
12/19/2015,Fisher College *,Vermont,0.00%,Expected
12/19/2015,Florida A&M,North Florida *,15.90%,Expected
12/19/2015,Florida Atlantic,Florida State *,67.00%,Upset
12/19/2015,Florida International,Northern Illinois *,25.10%,Expected
12/19/2015,Furman,Dayton *,0.70%,Expected
12/19/2015,Georgia State *,Southern Mississippi,4.60%,Expected
12/19/2015,Georgia Tech *,Georgia,0.20%,Expected
12/19/2015,Grambling,Virginia Tech *,1.20%,Expected
12/19/2015,Hampton,Colorado *,0.30%,Expected
12/19/2015,Houston Baptist,Arizona State *,2.50%,Expected
12/19/2015,Illinois-Chicago,Loyola (IL) *,4.30%,Expected
12/19/2015,Illinois State,Saint Joseph's *,4.20%,Expected
12/19/2015,Indiana *,Notre Dame,14.00%,Expected
12/19/2015,Indiana State,Saint Louis *,15.90%,Expected
12/19/2015,Iona *,Rhode Island,2.90%,Expected
12/19/2015,Kentucky *,Ohio State,0.60%,Expected
12/19/2015,Longwood,George Mason *,6.10%,Expected
12/19/2015,Maine,Fordham *,41.90%,Upset
12/19/2015,Maryland-Baltimore County,Howard *,11.70%,Expected
12/19/2015,Menlo,Cal State Bakersfield *,0.80%,Expected
12/19/2015,Mercer *,Arkansas,4.00%,Expected
12/19/2015,Michigan State *,Northeastern,5.30%,Expected
12/19/2015,Missouri State,Valparaiso *,3.40%,Expected
12/19/2015,Missouri Valley *,Northwestern State,0.00%,Expected
12/19/2015,Montana,Kansas *,0.80%,Expected
12/19/2015,Montana State,Buffalo *,3.00%,Expected
12/19/2015,Mount St. Mary's *,Lehigh,2.40%,Expected
12/19/2015,Nebraska-Omaha *,Wyoming,3.20%,Expected
12/19/2015,Nevada-Las Vegas,Arizona *,4.10%,Expected
12/19/2015,New Mexico State,Texas-El Paso *,54.90%,Upset
12/19/2015,North Carolina *,UCLA,11.50%,Expected
12/19/2015,North Carolina-Greensboro,Elon *,7.60%,Expected
12/19/2015,North Carolina-Wilmington *,Radford,0.70%,Expected
12/19/2015,North Carolina State *,Missouri,6.80%,Expected
12/19/2015,Northern Iowa,Iowa State *,38.60%,Expected
12/19/2015,Northwestern *,DePaul,1.20%,Expected
12/19/2015,Oakland *,Washington,23.30%,Expected
12/19/2015,Oklahoma State,Florida *,10.60%,Expected
12/19/2015,Oral Roberts *,Louisiana State,0.20%,Expected
12/19/2015,Penn State *,Drexel,1.80%,Expected
12/19/2015,Piedmont,Presbyterian *,61.70%,Upset
12/19/2015,Princeton,Maryland *,1.20%,Expected
12/19/2015,Rice,New Mexico *,66.10%,Upset
12/19/2015,Rider,Providence *,31.70%,Expected
12/19/2015,Robert Morris,Duquesne *,49.30%,Upset
12/19/2015,Rockhurst,Missouri-Kansas City *,5.90%,Expected
12/19/2015,Saint Francis (PA),Albany (NY) *,14.10%,Expected
12/19/2015,Saint Peter's,George Washington *,10.00%,Expected
12/19/2015,South Carolina State,St. Bonaventure *,1.30%,Expected
12/19/2015,South Dakota *,Illinois,0.60%,Expected
12/19/2015,South Dakota State *,Florida Gulf Coast,2.00%,Expected
12/19/2015,Southeast Missouri State,Northern Kentucky *,8.90%,Expected
12/19/2015,Southern Utah *,IUPUI,0.60%,Expected
12/19/2015,Stetson,IPFW *,9.90%,Expected
12/19/2015,Tennessee,Gonzaga *,12.50%,Expected
12/19/2015,Texas *,Stanford,2.60%,Expected
12/19/2015,Tulane *,Mississippi State,0.80%,Expected
12/19/2015,Tulsa *,Oregon State,5.00%,Expected
12/19/2015,Ursinus *,Pennsylvania,3.80%,Expected
12/19/2015,Utah,Duke *,28.30%,Expected
12/19/2015,Utah Valley *,Texas-San Antonio,1.40%,Expected
