,Date,Away,Home,Probability,Prediciton
4169,2/9/2016,Ohio,Ball State,11.30%,Expected
4170,2/9/2016,Pittsburgh,Miami (FL),10.80%,Expected
4171,2/9/2016,Southeastern Louisiana,Central Arkansas,0.60%,Expected
4172,2/9/2016,Texas-Arlington,Texas State,2.50%,Expected
4173,2/9/2016,Toledo,Buffalo,4.70%,Expected
4174,2/9/2016,Villanova,DePaul,1.70%,Expected
4175,2/9/2016,Virginia Tech,Virginia,11.30%,Expected
4176,2/9/2016,West Virginia,Kansas,1.40%,Expected
4177,2/9/2016,Wichita State,Drake,1.10%,Expected
4178,2/9/2016,Xavier,Creighton,0.20%,Expected
4179,2/10/2016,Air Force,Nevada,3.40%,Expected
4180,2/10/2016,American,Boston University,5.10%,Expected
4181,2/10/2016,Austin Peay,Eastern Illinois,15.80%,Expected
4182,2/10/2016,Baylor,Kansas State,7.90%,Expected
4183,2/10/2016,Boise State,Colorado State,1.10%,Expected
4184,2/10/2016,Butler,Seton Hall,12.90%,Expected
4185,2/10/2016,Cal State Fullerton,Cal State Northridge,1.00%,Expected
4186,2/10/2016,Iowa State,Texas Tech,0.60%,Expected
4187,2/10/2016,Jacksonville State,Belmont,22.70%,Expected
4188,2/10/2016,La Salle,Davidson,23.60%,Expected
4189,2/10/2016,Lafayette,Holy Cross,1.30%,Expected
4190,2/10/2016,Lehigh,Bucknell,50.60%,Upset
4191,2/10/2016,Louisiana State,South Carolina,2.60%,Expected
4192,2/10/2016,Loyola (IL),Bradley,0.80%,Expected
4193,2/10/2016,Memphis,Houston,2.40%,Expected
4194,2/10/2016,Michigan,Minnesota,0.40%,Expected
4195,2/10/2016,Missouri,Vanderbilt,17.90%,Expected
4196,2/10/2016,Missouri State,Northern Iowa,5.00%,Expected
4197,2/10/2016,Navy,Loyola (MD),11.20%,Expected
4198,2/10/2016,Nebraska,Wisconsin,1.80%,Expected
4199,2/10/2016,Providence,Marquette,1.20%,Expected
4200,2/10/2016,Richmond,Saint Louis,3.30%,Expected
4201,2/10/2016,Saint Joseph's,George Washington,24.00%,Expected
4202,2/10/2016,San Diego State,Fresno State,1.60%,Expected
4203,2/10/2016,San Jose State,Nevada-Las Vegas,18.50%,Expected
4204,2/10/2016,South Dakota State,Nebraska-Omaha,1.00%,Expected
4205,2/10/2016,Southern Illinois,Indiana State,8.80%,Expected
4206,2/10/2016,St. Bonaventure,Fordham,1.50%,Expected
4207,2/10/2016,Tennessee Tech,Tennessee State,0.10%,Expected
4208,2/10/2016,Texas A&M,Alabama,0.50%,Expected
4209,2/10/2016,Tulane,East Carolina,23.50%,Expected
4210,2/10/2016,Tulsa,Southern Methodist,48.00%,Upset
4211,2/10/2016,Wake Forest,Georgia Tech,18.70%,Expected
4212,2/10/2016,Washington,Utah,5.00%,Expected
4213,2/11/2016,Alabama-Birmingham,Southern Mississippi,0.20%,Expected
4214,2/11/2016,Albany (NY),New Hampshire,0.50%,Expected
4215,2/11/2016,Appalachian State,Texas State,12.00%,Expected
4216,2/11/2016,Arkansas-Little Rock,Louisiana-Monroe,0.20%,Expected
4217,2/11/2016,Arkansas State,Louisiana-Lafayette,11.00%,Expected
4218,2/11/2016,Binghamton,Hartford,20.50%,Expected
4219,2/11/2016,Brigham Young,San Francisco,13.70%,Expected
4220,2/11/2016,Cal Poly,Long Beach State,11.30%,Expected
4221,2/11/2016,Canisius,Siena,2.70%,Expected
4222,2/11/2016,Central Connecticut State,St. Francis (NY),28.30%,Expected
4223,2/11/2016,Chattanooga,Western Carolina,0.10%,Expected
4224,2/11/2016,Citadel,Furman,5.90%,Expected
4225,2/11/2016,Connecticut,Temple,0.30%,Expected
4226,2/11/2016,Drexel,Delaware,1.40%,Expected
4227,2/11/2016,Eastern Kentucky,Morehead State,1.80%,Expected
4228,2/11/2016,Elon,North Carolina-Wilmington,32.70%,Expected
4229,2/11/2016,Fairleigh Dickinson,Bryant,2.90%,Expected
4230,2/11/2016,Florida Gulf Coast,South Carolina Upstate,1.00%,Expected
4231,2/11/2016,Florida State,Syracuse,0.80%,Expected
4232,2/11/2016,Gardner-Webb,Campbell,0.40%,Expected
4233,2/11/2016,Georgia Southern,Troy,3.30%,Expected
4234,2/11/2016,Georgia State,South Alabama,1.90%,Expected
4235,2/11/2016,Gonzaga,Portland,4.50%,Expected
4236,2/11/2016,Green Bay,Detroit Mercy,2.10%,Expected
4237,2/11/2016,High Point,Coastal Carolina,12.10%,Expected
4238,2/11/2016,Hofstra,William & Mary,13.70%,Expected
4239,2/11/2016,Illinois State,Evansville,50.20%,Upset
4240,2/11/2016,Iowa,Indiana,1.40%,Expected
4241,2/11/2016,IUPUI,Oral Roberts,0.30%,Expected
4242,2/11/2016,Jacksonville,Lipscomb,1.00%,Expected
4243,2/11/2016,James Madison,College of Charleston,4.70%,Expected
4244,2/11/2016,Longwood,Winthrop,15.80%,Expected
4245,2/11/2016,Loyola Marymount,Pacific,11.70%,Expected
4246,2/11/2016,Massachusetts-Lowell,Maine,17.10%,Expected
4247,2/11/2016,Mercer,Wofford,0.50%,Expected
4248,2/11/2016,Middle Tennessee,Louisiana Tech,1.60%,Expected
4249,2/11/2016,Milwaukee,Oakland,26.00%,Expected
4250,2/11/2016,Murray State,Southern Illinois-Edwardsville,0.80%,Expected
4251,2/11/2016,New Orleans,McNeese State,0.30%,Expected
4252,2/11/2016,North Carolina-Greensboro,Virginia Military Institute,0.20%,Expected
4253,2/11/2016,North Dakota,Eastern Washington,1.50%,Expected
4254,2/11/2016,North Dakota State,South Dakota,0.10%,Expected
4255,2/11/2016,North Florida,Kennesaw State,0.10%,Expected
4256,2/11/2016,North Texas,Old Dominion,3.00%,Expected
4257,2/11/2016,Northeastern,Towson,26.40%,Expected
4258,2/11/2016,Northern Arizona,Montana State,0.20%,Expected
4259,2/11/2016,Northern Colorado,Idaho,28.70%,Expected
4260,2/11/2016,Northern Kentucky,Valparaiso,45.50%,Upset
4261,2/11/2016,Oregon State,Stanford,13.40%,Expected
4262,2/11/2016,Pepperdine,Saint Mary's (CA),53.40%,Upset
4263,2/11/2016,Portland State,Idaho State,0.60%,Expected
4264,2/11/2016,Presbyterian,Charleston Southern,1.00%,Expected
4265,2/11/2016,Quinnipiac,Manhattan,2.90%,Expected
4266,2/11/2016,Radford,UNC-Asheville,20.30%,Expected
4267,2/11/2016,Rice,Charlotte,0.30%,Expected
4268,2/11/2016,Sacramento State,Weber State,16.00%,Expected
4269,2/11/2016,Sacred Heart,Mount St. Mary's,6.80%,Expected
4270,2/11/2016,Saint Francis (PA),Robert Morris,6.50%,Expected
4271,2/11/2016,Samford,East Tennessee State,9.40%,Expected
4272,2/11/2016,San Diego,Santa Clara,5.00%,Expected
4273,2/11/2016,Southeast Missouri State,Tennessee-Martin,13.00%,Expected
4274,2/11/2016,Southern Utah,Montana,5.10%,Expected
4275,2/11/2016,Stetson,NJIT,12.60%,Expected
4276,2/11/2016,Stony Brook,Maryland-Baltimore County,0.30%,Expected
4277,2/11/2016,Texas-El Paso,Florida International,25.00%,Expected
4278,2/11/2016,Texas-San Antonio,Florida Atlantic,11.40%,Expected
4279,2/11/2016,Virginia Commonwealth,Massachusetts,0.10%,Expected
4280,2/11/2016,Wagner,Long Island University,0.10%,Expected
4281,2/11/2016,Washington State,Colorado,31.70%,Expected
4282,2/11/2016,Western Illinois,Denver,8.30%,Expected
4283,2/11/2016,Wright State,Illinois-Chicago,0.10%,Expected
4284,2/12/2016,Brown,Harvard,7.30%,Expected
4285,2/12/2016,Central Arkansas,Incarnate Word,22.60%,Expected
4286,2/12/2016,Dayton,Rhode Island,1.20%,Expected
4287,2/12/2016,Grand Canyon,Seattle,1.70%,Expected
4288,2/12/2016,Monmouth,Rider,0.50%,Expected
4289,2/12/2016,Niagara,Saint Peter's,6.30%,Expected
4290,2/12/2016,Ohio,Buffalo,51.50%,Upset
4291,2/12/2016,Pennsylvania,Columbia,14.20%,Expected
4292,2/12/2016,Princeton,Cornell,8.80%,Expected
4293,2/12/2016,Southern California,Arizona State,0.40%,Expected
4294,2/12/2016,UCLA,Arizona,24.10%,Expected
4295,2/12/2016,Yale,Dartmouth,0.70%,Expected
4296,2/13/2016,Air Force,San Diego State,25.70%,Expected
4297,2/13/2016,Akron,Northern Illinois,0.90%,Expected
4298,2/13/2016,Alabama,Florida,36.20%,Expected
4299,2/13/2016,Alabama-Birmingham,Louisiana Tech,0.70%,Expected
4300,2/13/2016,Alabama State,Alabama A&M,17.30%,Expected
4301,2/13/2016,Appalachian State,Texas-Arlington,4.10%,Expected
4302,2/13/2016,Arkansas,Mississippi,0.60%,Expected
4303,2/13/2016,Arkansas-Little Rock,Louisiana-Lafayette,3.70%,Expected
4304,2/13/2016,Arkansas-Pine Bluff,Southern,54.40%,Upset
4305,2/13/2016,Arkansas State,Louisiana-Monroe,5.20%,Expected
4306,2/13/2016,Army,American,1.20%,Expected
4307,2/13/2016,Ball State,Central Michigan,21.20%,Expected
4308,2/13/2016,Belmont,Morehead State,2.50%,Expected
4309,2/13/2016,Bethune-Cookman,North Carolina Central,0.30%,Expected
4310,2/13/2016,Boston University,Loyola (MD),1.50%,Expected
4311,2/13/2016,Brigham Young,Santa Clara,9.90%,Expected
4312,2/13/2016,Brown,Dartmouth,1.10%,Expected
4313,2/13/2016,Bucknell,Colgate,0.70%,Expected
4314,2/13/2016,Cal State Fullerton,Hawaii,10.80%,Expected
4315,2/13/2016,Campbell,Presbyterian,74.10%,Upset
4316,2/13/2016,Central Connecticut State,Sacred Heart,0.40%,Expected
4317,2/13/2016,Central Florida,Houston,1.30%,Expected
4318,2/13/2016,Charleston Southern,High Point,2.40%,Expected
4319,2/13/2016,Chattanooga,East Tennessee State,3.00%,Expected
4320,2/13/2016,Citadel,Wofford,12.30%,Expected
4321,2/13/2016,Cleveland State,Youngstown State,12.40%,Expected
4322,2/13/2016,College of Charleston,Elon,2.40%,Expected
4323,2/13/2016,Colorado State,Nevada-Las Vegas,4.30%,Expected
4324,2/13/2016,Creighton,Marquette,2.20%,Expected
4325,2/13/2016,Davidson,George Mason,0.50%,Expected
4326,2/13/2016,Denver,IPFW,17.00%,Expected
4327,2/13/2016,Drake,Southern Illinois,12.30%,Expected
4328,2/13/2016,Drexel,Northeastern,9.70%,Expected
4329,2/13/2016,East Carolina,Cincinnati,21.20%,Expected
4330,2/13/2016,Fairfield,Quinnipiac,3.00%,Expected
4331,2/13/2016,Florida A&M,North Carolina A&T,2.70%,Expected
4332,2/13/2016,Florida Gulf Coast,NJIT,0.90%,Expected
4333,2/13/2016,Fordham,Richmond,8.70%,Expected
4334,2/13/2016,Fresno State,Nevada,3.80%,Expected
4335,2/13/2016,Gardner-Webb,Coastal Carolina,9.00%,Expected
4336,2/13/2016,George Washington,St. Bonaventure,2.90%,Expected
4337,2/13/2016,Georgetown,Providence,4.60%,Expected
4338,2/13/2016,Georgia,Mississippi State,14.50%,Expected
4339,2/13/2016,Georgia Southern,South Alabama,1.30%,Expected
4340,2/13/2016,Georgia State,Troy,1.10%,Expected
4341,2/13/2016,Georgia Tech,Clemson,1.40%,Expected
4342,2/13/2016,Gonzaga,Southern Methodist,1.60%,Expected
4343,2/13/2016,Grambling,Prairie View,1.20%,Expected
4344,2/13/2016,Green Bay,Oakland,1.10%,Expected
4345,2/13/2016,Hofstra,Delaware,0.40%,Expected
4346,2/13/2016,Houston Baptist,Sam Houston State,1.00%,Expected
4347,2/13/2016,Howard,Coppin State,0.10%,Expected
4348,2/13/2016,Illinois,Northwestern,10.90%,Expected
4349,2/13/2016,Indiana State,Missouri State,0.70%,Expected
4350,2/13/2016,Jackson State,Texas Southern,0.40%,Expected
4351,2/13/2016,Jacksonville,Kennesaw State,0.00%,Expected
4352,2/13/2016,Jacksonville State,Tennessee Tech,29.70%,Expected
4353,2/13/2016,James Madison,North Carolina-Wilmington,2.60%,Expected
4354,2/13/2016,Kansas,Oklahoma,8.70%,Expected
4355,2/13/2016,Kansas State,Oklahoma State,2.70%,Expected
4356,2/13/2016,Kent State,Eastern Michigan,3.60%,Expected
4357,2/13/2016,Kentucky,South Carolina,56.70%,Upset
4358,2/13/2016,La Salle,Saint Joseph's,29.20%,Expected
4359,2/13/2016,Liberty,Longwood,3.60%,Expected
4360,2/13/2016,Louisville,Notre Dame,0.80%,Expected
4361,2/13/2016,Loyola Marymount,Saint Mary's (CA),56.30%,Upset
4362,2/13/2016,Manhattan,Marist,2.30%,Expected
4363,2/13/2016,Marshall,Western Kentucky,4.00%,Expected
4364,2/13/2016,Maryland-Eastern Shore,Delaware State,1.00%,Expected
4365,2/13/2016,McNeese State,Northwestern State,2.20%,Expected
4366,2/13/2016,Memphis,Tulane,0.30%,Expected
4367,2/13/2016,Mercer,Furman,1.00%,Expected
4368,2/13/2016,Miami (OH),Toledo,0.40%,Expected
4369,2/13/2016,Middle Tennessee,Southern Mississippi,5.40%,Expected
4370,2/13/2016,Milwaukee,Detroit Mercy,0.20%,Expected
4371,2/13/2016,Mississippi Valley State,Alcorn State,19.20%,Expected
4372,2/13/2016,Morgan State,Norfolk State,13.90%,Expected
4373,2/13/2016,Navy,Lafayette,0.40%,Expected
4374,2/13/2016,New Mexico State,Chicago State,0.20%,Expected
4375,2/13/2016,Nicholls State,Southeastern Louisiana,3.20%,Expected
4376,2/13/2016,North Dakota,Idaho,4.10%,Expected
4377,2/13/2016,North Dakota State,Nebraska-Omaha,2.60%,Expected
4378,2/13/2016,North Florida,Lipscomb,0.30%,Expected
4379,2/13/2016,North Texas,Charlotte,0.50%,Expected
4380,2/13/2016,Northern Arizona,Montana,28.30%,Expected
4381,2/13/2016,Northern Colorado,Eastern Washington,12.80%,Expected
4382,2/13/2016,Northern Iowa,Wichita State,48.80%,Upset
4383,2/13/2016,Northern Kentucky,Illinois-Chicago,0.60%,Expected
4384,2/13/2016,Ohio State,Rutgers,0.30%,Expected
4385,2/13/2016,Oregon,Stanford,0.10%,Expected
4386,2/13/2016,Penn State,Nebraska,2.00%,Expected
4387,2/13/2016,Pennsylvania,Cornell,10.60%,Expected
4388,2/13/2016,Pepperdine,Pacific,0.70%,Expected
4389,2/13/2016,Portland State,Weber State,24.00%,Expected
4390,2/13/2016,Princeton,Columbia,3.20%,Expected
4391,2/13/2016,Purdue,Michigan,0.80%,Expected
4392,2/13/2016,Rice,Old Dominion,78.40%,Upset
4393,2/13/2016,Robert Morris,Fairleigh Dickinson,26.90%,Expected
4394,2/13/2016,Sacramento State,Idaho State,6.20%,Expected
4395,2/13/2016,Saint Francis (PA),Mount St. Mary's,2.70%,Expected
4396,2/13/2016,Saint Louis,Virginia Commonwealth,4.90%,Expected
4397,2/13/2016,Samford,Western Carolina,2.40%,Expected
4398,2/13/2016,San Diego,San Francisco,2.00%,Expected
4399,2/13/2016,San Jose State,New Mexico,4.30%,Expected
4400,2/13/2016,Savannah State,South Carolina State,36.10%,Expected
4401,2/13/2016,Siena,Iona,6.50%,Expected
4402,2/13/2016,South Dakota,South Dakota State,9.30%,Expected
4403,2/13/2016,Southeast Missouri State,Murray State,1.80%,Expected
4404,2/13/2016,Southern Illinois-Edwardsville,Eastern Illinois,64.20%,Upset
4405,2/13/2016,Southern Utah,Montana State,23.00%,Expected
4406,2/13/2016,St. John's (NY),Villanova,87.00%,Upset
4407,2/13/2016,Stetson,South Carolina Upstate,2.00%,Expected
4408,2/13/2016,Tennessee,Missouri,0.20%,Expected
4409,2/13/2016,Tennessee-Martin,Austin Peay,4.00%,Expected
4410,2/13/2016,Tennessee State,Eastern Kentucky,1.90%,Expected
4411,2/13/2016,Texas,Iowa State,2.50%,Expected
4412,2/13/2016,Texas-El Paso,Florida Atlantic,2.30%,Expected
4413,2/13/2016,Texas-Rio Grande Valley,Missouri-Kansas City,2.20%,Expected
4414,2/13/2016,Texas-San Antonio,Florida International,21.10%,Expected
4415,2/13/2016,Texas A&M,Louisiana State,1.00%,Expected
4416,2/13/2016,Texas A&M-Corpus Christi,Stephen F. Austin,3.90%,Expected
4417,2/13/2016,Texas Christian,West Virginia,3.50%,Expected
4418,2/13/2016,Texas Tech,Baylor,67.10%,Upset
4419,2/13/2016,Tulsa,Connecticut,11.70%,Expected
4420,2/13/2016,Utah Valley,Cal State Bakersfield,4.00%,Expected
4421,2/13/2016,Vanderbilt,Auburn,8.10%,Expected
4422,2/13/2016,Virginia,Duke,2.50%,Expected
4423,2/13/2016,Wagner,Bryant,2.50%,Expected
4424,2/13/2016,Wake Forest,North Carolina State,11.50%,Expected
4425,2/13/2016,Washington,Colorado,13.30%,Expected
4426,2/13/2016,Western Illinois,Oral Roberts,2.50%,Expected
4427,2/13/2016,Western Michigan,Bowling Green State,14.40%,Expected
4428,2/13/2016,William & Mary,Towson,0.20%,Expected
4429,2/13/2016,Winthrop,Radford,2.20%,Expected
4430,2/13/2016,Wisconsin,Maryland,66.20%,Upset
4431,2/13/2016,Wright State,Valparaiso,56.40%,Upset
4432,2/13/2016,Wyoming,Boise State,1.40%,Expected
4433,2/13/2016,Xavier,Butler,20.60%,Expected
4434,2/13/2016,Yale,Harvard,1.30%,Expected
4435,2/14/2016,Bradley,Illinois State,29.70%,Expected
4436,2/14/2016,Canisius,Saint Peter's,5.60%,Expected
4437,2/14/2016,Evansville,Loyola (IL),1.40%,Expected
4438,2/14/2016,Hartford,Vermont,30.00%,Expected
4439,2/14/2016,Indiana,Michigan State,0.80%,Expected
4440,2/14/2016,Maine,Albany (NY),1.40%,Expected
4441,2/14/2016,Maryland-Baltimore County,Massachusetts-Lowell,7.90%,Expected
4442,2/14/2016,Massachusetts,Duquesne,46.50%,Upset
4443,2/14/2016,Miami (FL),Florida State,1.80%,Expected
4444,2/14/2016,Minnesota,Iowa,87.50%,Upset
4445,2/14/2016,New Hampshire,Stony Brook,66.50%,Upset
4446,2/14/2016,Niagara,Rider,7.80%,Expected
4447,2/14/2016,Pittsburgh,North Carolina,1.40%,Expected
4448,2/14/2016,South Florida,Temple,18.50%,Expected
4449,2/14/2016,Southern California,Arizona,5.00%,Expected
4450,2/14/2016,Syracuse,Boston College,0.80%,Expected
4451,2/14/2016,UCLA,Arizona State,25.10%,Expected
4452,2/14/2016,Washington State,Utah,0.60%,Expected
4453,2/15/2016,Arkansas-Pine Bluff,Alcorn State,4.10%,Expected
4454,2/15/2016,Bethune-Cookman,North Carolina A&T,3.40%,Expected
4455,2/15/2016,Delaware State,Coppin State,11.60%,Expected
4456,2/15/2016,Florida A&M,North Carolina Central,20.70%,Expected
4457,2/15/2016,Grambling,Texas Southern,22.10%,Expected
4458,2/15/2016,Holy Cross,Lehigh,24.20%,Expected
4459,2/15/2016,Incarnate Word,Stephen F. Austin,0.30%,Expected
4460,2/15/2016,Jackson State,Prairie View,1.10%,Expected
4461,2/15/2016,Lamar,Houston Baptist,26.20%,Expected
4462,2/15/2016,Long Island University,St. Francis (NY),34.60%,Expected
4463,2/15/2016,Manhattan,Monmouth,32.40%,Expected
4464,2/15/2016,Marist,Fairfield,32.80%,Expected
4465,2/15/2016,Milwaukee,Green Bay,2.70%,Expected
4466,2/15/2016,Mississippi Valley State,Southern,2.60%,Expected
4467,2/15/2016,Morgan State,Hampton,14.20%,Expected
4468,2/15/2016,New Mexico State,Wichita State,0.30%,Expected
4469,2/15/2016,North Carolina State,Virginia,4.30%,Expected
4470,2/15/2016,Northwestern State,Central Arkansas,1.10%,Expected
4471,2/15/2016,Oakland,Wright State,11.50%,Expected
4472,2/15/2016,Oklahoma State,Kansas,2.60%,Expected
4473,2/15/2016,Quinnipiac,Iona,5.70%,Expected
4474,2/15/2016,Sam Houston State,Abilene Christian,4.10%,Expected
4475,2/15/2016,Southeastern Louisiana,McNeese State,4.60%,Expected
4476,2/15/2016,Texas A&M-Corpus Christi,New Orleans,1.60%,Expected
4477,2/15/2016,Western Carolina,East Tennessee State,6.70%,Expected
4478,2/15/2016,Wofford,North Carolina-Greensboro,0.80%,Expected
4479,2/16/2016,Ball State,Miami (OH),3.20%,Expected
4480,2/16/2016,Bowling Green State,Northern Illinois,4.00%,Expected
4481,2/16/2016,Buffalo,Akron,9.00%,Expected
4482,2/16/2016,Creighton,Butler,0.90%,Expected
4483,2/16/2016,Detroit Mercy,Northern Kentucky,4.60%,Expected
4484,2/16/2016,Eastern Michigan,Ohio,0.40%,Expected
4485,2/16/2016,Florida,Georgia,3.30%,Expected
4486,2/16/2016,Illinois-Chicago,Youngstown State,9.30%,Expected
4487,2/16/2016,Iowa State,Baylor,0.70%,Expected
4488,2/16/2016,Kansas State,Texas Christian,7.50%,Expected
4489,2/16/2016,Maryland-Eastern Shore,Howard,3.30%,Expected
4490,2/16/2016,Michigan,Ohio State,0.90%,Expected
4491,2/16/2016,Mississippi,Texas A&M,2.60%,Expected
4492,2/16/2016,Nevada-Las Vegas,Air Force,0.20%,Expected
4493,2/16/2016,Northwestern,Purdue,13.10%,Expected
4494,2/16/2016,Rhode Island,Virginia Commonwealth,2.80%,Expected
4495,2/16/2016,Richmond,Davidson,2.70%,Expected
4496,2/16/2016,Rutgers,Illinois,6.70%,Expected
4497,2/16/2016,South Carolina,Missouri,0.10%,Expected
4498,2/16/2016,South Florida,East Carolina,54.60%,Upset
4499,2/16/2016,Toledo,Central Michigan,0.50%,Expected
4500,2/16/2016,Troy,South Alabama,19.80%,Expected
4501,2/16/2016,Valparaiso,Cleveland State,0.70%,Expected
4502,2/16/2016,Vanderbilt,Mississippi State,0.60%,Expected
4503,2/16/2016,Wake Forest,Pittsburgh,38.10%,Expected
4504,2/16/2016,West Virginia,Texas,0.40%,Expected
4505,2/16/2016,Western Michigan,Kent State,3.30%,Expected
4506,2/17/2016,Alabama,Louisiana State,23.30%,Expected
4507,2/17/2016,Arizona State,Arizona,0.70%,Expected
4508,2/17/2016,Auburn,Arkansas,51.30%,Upset
4509,2/17/2016,Binghamton,Vermont,11.10%,Expected
4510,2/17/2016,Boise State,New Mexico,3.50%,Expected
4511,2/17/2016,Boston College,Clemson,29.50%,Expected
4512,2/17/2016,Bradley,Southern Illinois,52.70%,Upset
4513,2/17/2016,Central Florida,Memphis,2.20%,Expected
4514,2/17/2016,Colgate,Boston University,7.60%,Expected
4515,2/17/2016,Colorado,Southern California,2.50%,Expected
4516,2/17/2016,Colorado State,Utah State,0.50%,Expected
4517,2/17/2016,Dayton,Saint Joseph's,1.50%,Expected
4518,2/17/2016,DePaul,St. John's (NY),0.20%,Expected
4519,2/17/2016,Duke,North Carolina,8.30%,Expected
4520,2/17/2016,Evansville,Drake,0.40%,Expected
4521,2/17/2016,Fresno State,Wyoming,2.40%,Expected
4522,2/17/2016,George Washington,Duquesne,4.80%,Expected
4523,2/17/2016,Georgia Tech,Florida State,22.40%,Expected
4524,2/17/2016,Holy Cross,Army,24.10%,Expected
4525,2/17/2016,Houston,Tulane,2.40%,Expected
4526,2/17/2016,Indiana State,Illinois State,0.20%,Expected
4527,2/17/2016,Iowa,Penn State,0.10%,Expected
4528,2/17/2016,Lafayette,American,7.50%,Expected
4529,2/17/2016,Lehigh,Navy,9.90%,Expected
4530,2/17/2016,Loyola (MD),Bucknell,0.50%,Expected
4531,2/17/2016,Manhattan,Saint Peter's,5.70%,Expected
4532,2/17/2016,Maryland-Baltimore County,Hartford,0.10%,Expected
4533,2/17/2016,Massachusetts,Fordham,1.90%,Expected
4534,2/17/2016,Massachusetts-Lowell,New Hampshire,4.20%,Expected
4535,2/17/2016,Nebraska,Indiana,5.30%,Expected
4536,2/17/2016,Nebraska-Omaha,IUPUI,0.10%,Expected
4537,2/17/2016,Nevada,San Jose State,1.50%,Expected
4538,2/17/2016,Northern Iowa,Loyola (IL),1.20%,Expected
4539,2/17/2016,Oklahoma,Texas Tech,0.60%,Expected
4540,2/17/2016,Providence,Xavier,8.00%,Expected
4541,2/17/2016,Saint Louis,George Mason,10.60%,Expected
4542,2/17/2016,Seton Hall,Georgetown,4.20%,Expected
4543,2/17/2016,St. Bonaventure,La Salle,0.00%,Expected
4544,2/17/2016,Stony Brook,Albany (NY),0.20%,Expected
4545,2/17/2016,Syracuse,Louisville,3.10%,Expected
4546,2/17/2016,Villanova,Temple,3.10%,Expected
4547,2/17/2016,Virginia Tech,Miami (FL),10.70%,Expected
4548,2/17/2016,Western Illinois,North Dakota State,7.00%,Expected
4549,2/18/2016,Abilene Christian,Houston Baptist,21.20%,Expected
4550,2/18/2016,Arkansas-Little Rock,Georgia State,0.60%,Expected
4551,2/18/2016,Arkansas State,Georgia Southern,0.10%,Expected
4552,2/18/2016,Belmont,Eastern Kentucky,4.30%,Expected
4553,2/18/2016,Brigham Young,San Diego,0.10%,Expected
4554,2/18/2016,Cal State Bakersfield,New Mexico State,1.90%,Expected
4555,2/18/2016,Charleston Southern,Gardner-Webb,6.20%,Expected
4556,2/18/2016,Charlotte,Marshall,2.10%,Expected
4557,2/18/2016,Chicago State,Utah Valley,24.50%,Expected
4558,2/18/2016,Cincinnati,Tulsa,1.50%,Expected
4559,2/18/2016,Coastal Carolina,Winthrop,0.70%,Expected
4560,2/18/2016,College of Charleston,Delaware,0.10%,Expected
4561,2/18/2016,East Tennessee State,Citadel,2.70%,Expected
4562,2/18/2016,Eastern Illinois,Tennessee-Martin,10.60%,Expected
4563,2/18/2016,Eastern Washington,Sacramento State,1.70%,Expected
4564,2/18/2016,Elon,Drexel,1.10%,Expected
4565,2/18/2016,Fairfield,Canisius,2.70%,Expected
4566,2/18/2016,Florida Atlantic,Rice,3.30%,Expected
4567,2/18/2016,Florida International,North Texas,1.00%,Expected
4568,2/18/2016,Hawaii,Cal State Northridge,0.40%,Expected
4569,2/18/2016,High Point,Longwood,1.50%,Expected
4570,2/18/2016,Idaho,Portland State,3.10%,Expected
4571,2/18/2016,Idaho State,Northern Arizona,0.00%,Expected
4572,2/18/2016,Kennesaw State,Stetson,14.90%,Expected
4573,2/18/2016,Lipscomb,Florida Gulf Coast,3.20%,Expected
4574,2/18/2016,Long Island University,Robert Morris,0.60%,Expected
4575,2/18/2016,Louisiana-Lafayette,Texas-Arlington,7.80%,Expected
4576,2/18/2016,Louisiana-Monroe,Texas State,20.50%,Expected
4577,2/18/2016,Louisiana Tech,Texas-San Antonio,0.20%,Expected
4578,2/18/2016,Marist,Niagara,3.50%,Expected
4579,2/18/2016,Maryland,Minnesota,0.00%,Expected
4580,2/18/2016,Missouri-Kansas City,Grand Canyon,21.90%,Expected
4581,2/18/2016,Missouri State,Wichita State,7.20%,Expected
4582,2/18/2016,Mount St. Mary's,Central Connecticut State,0.10%,Expected
4583,2/18/2016,NJIT,North Florida,0.10%,Expected
4584,2/18/2016,North Carolina-Greensboro,Samford,13.40%,Expected
4585,2/18/2016,North Carolina-Wilmington,William & Mary,0.10%,Expected
4586,2/18/2016,North Carolina Central,Coppin State,0.20%,Expected
4587,2/18/2016,Northeastern,James Madison,35.40%,Expected
4588,2/18/2016,Old Dominion,Western Kentucky,3.20%,Expected
4589,2/18/2016,Pacific,Gonzaga,19.30%,Expected
4590,2/18/2016,Radford,Liberty,3.70%,Expected
4591,2/18/2016,Sacred Heart,Bryant,5.50%,Expected
4592,2/18/2016,Saint Mary's (CA),Portland,0.20%,Expected
4593,2/18/2016,Saint Peter's,Quinnipiac,1.50%,Expected
4594,2/18/2016,San Francisco,Pepperdine,45.70%,Upset
4595,2/18/2016,Santa Clara,Loyola Marymount,11.80%,Expected
4596,2/18/2016,Seattle,Texas-Rio Grande Valley,0.20%,Expected
4597,2/18/2016,South Alabama,Appalachian State,5.70%,Expected
4598,2/18/2016,South Carolina Upstate,Jacksonville,17.90%,Expected
4599,2/18/2016,South Dakota State,IPFW,0.40%,Expected
4600,2/18/2016,Southern Illinois-Edwardsville,Southeast Missouri State,7.20%,Expected
4601,2/18/2016,Southern Methodist,Connecticut,1.30%,Expected
